ID,Title,Author,publishday,pages,Read,Genre,ISBN,Price,Language,Publisher,Rating,Tags
332,Kompass im Winter,Laura Lang,1956-02-14,164,false,Krimi,830-558986-243-7,50.12,Englisch,AlpenBooks,4.4,Abenteuer
333,Ufer bei Regen,Eva Weber,1965-02-10,159,false,Fantasy,793-386525-257-7,24.69,Englisch,Buchhaus Wien,4.6,Reise;Zukunft
334,Brennende Pfad,Katrin Berger,2009-03-20,998,true,Kinderbuch,415-565553-153-9,5.26,Spanisch,Donau Press,4.7,Mystery;Vergangenheit;Krieg
335,Kalte Wege,Anna Schneider,2023-08-13,276,false,Thriller,325-201295-916-2,44.82,Deutsch,Tradition & Technik,3.1,Wissenschaft;Technik;Familie
336,Hohe Spuren,Clara Moser,1985-06-11,1041,false,Krimi,318-211028-465-5,14.55,Spanisch,Zukunftsverlag,1.0,Reise;Mystery
337,Erste Pfad,Julia Fischer,1953-12-10,148,false,Horror,408-904829-713-7,59.07,Deutsch,Steiermark Stories,4.2,Magie;Krieg
338,Versteckte Pfad im Süden,Katrin Seidl,2019-03-17,790,true,Roman,750-898717-804-5,58.79,Spanisch,Nordlicht Verlag,2.3,Politik;Technik;Familie;Mystery
339,Tiefe Horizont über Wien,Emilia Müller,2005-04-18,857,false,Sachbuch,342-873758-538-3,39.09,Deutsch,AlpenBooks,2.5,Mystery;Abenteuer;Politik
340,Dunkle Schlüssel,Clara Mayr,2003-08-28,1092,false,Kinderbuch,998-444656-237-4,22.46,Deutsch,Steiermark Stories,4.2,Familie;Magie;Liebe;Mystery
341,Versteckte Wälder von Innsbruck,Felix Moser,1954-11-07,1008,false,Krimi,920-820738-812-3,38.44,Spanisch,Steiermark Stories,2.3,Familie;Liebe;Krieg;Reise
342,Zerbrochene Stimmen,Peter Wagner,1968-04-27,208,true,Drama,662-971598-914-3,18.0,Deutsch,Tradition & Technik,3.9,Abenteuer;Zukunft;Mystery
343,Kalte Schritte #343,Julia Gruber,1977-03-12,372,false,Lyrik,306-385066-983-7,9.4,Französisch,Tradition & Technik,2.5,Reise;Politik;Technik;Freundschaft
344,Kalte Gärten im Sturm,Thomas Kaiser,1993-03-30,100,false,Horror,974-187275-877-4,37.74,Englisch,Steiermark Stories,3.9,Politik;Reise;Magie
345,Uhren im Süden #345,Nina Egger,1993-02-20,153,true,Kinderbuch,580-305222-258-3,5.23,Italienisch,Zukunftsverlag,3.0,Politik;Zukunft;Wissenschaft;Vergangenheit
346,Uhren im Wald,Marie Koch,1953-06-26,1096,false,Horror,679-270249-298-6,57.64,Französisch,Steiermark Stories,3.8,Zukunft;Liebe;Familie
347,Sterne bei Nacht,Eva Gruber,1971-09-29,569,true,Biografie,746-840880-792-0,43.36,Englisch,Wort & Welt,3.4,Magie;Mystery
348,Tiefe Kompass von Salzburg,Anna Bauer,2019-03-03,174,false,Horror,507-840367-700-1,33.52,Englisch,Tradition & Technik,1.7,Magie;Zukunft;Vergangenheit;Technik
349,Feurige Blätter im Herbst,Eva Koch,2017-07-04,977,false,Thriller,211-767083-686-5,49.78,Französisch,Donau Press,4.7,Zukunft;Magie;Liebe;Abenteuer
350,Wege an der Donau #350,Marie Eder,2012-06-20,507,false,Lyrik,395-868650-541-2,14.7,Englisch,AlpenBooks,1.8,Technik;Krieg
351,Blätter in Graz,Lea Fuchs,1955-04-17,847,true,Krimi,365-528649-551-9,11.01,Englisch,Nordlicht Verlag,2.2,Krieg;Magie;Vergangenheit;Wissenschaft
352,Tiefe Schlüssel,Laura Koller,2010-05-12,858,true,Fantasy,372-888318-107-9,48.41,Deutsch,Nordlicht Verlag,1.8,Politik
353,Brennende Gärten am Markt,Clara Koller,1992-06-15,855,true,Horror,444-488796-798-5,59.97,Englisch,Zukunftsverlag,3.7,Freundschaft;Liebe;Wissenschaft;Familie
354,Verlorene Flammen #354,Isabella Berger,1986-01-18,822,false,Roman,126-731147-225-8,20.37,Englisch,Zukunftsverlag,2.8,Technik;Politik;Familie;Mystery
355,Versteckte Wege #355,Peter Fischer,1954-02-08,1072,false,Biografie,794-565888-339-9,31.65,Italienisch,Nordlicht Verlag,2.4,Familie;Zukunft;Krieg;Politik
356,Seiten in Graz,Matthias Wagner,1996-08-28,977,false,Kinderbuch,616-133287-230-7,48.83,Französisch,Steiermark Stories,4.9,Abenteuer;Reise;Krieg;Zukunft
357,Leise Schlüssel von Innsbruck,Felix Maier,2017-07-30,1046,false,Thriller,208-556018-832-0,13.81,Französisch,Tradition & Technik,4.1,Zukunft;Magie
358,Südliche Rätsel an der Donau,Katrin Wagner,1997-12-15,728,false,Thriller,914-825388-440-3,56.25,Italienisch,Nordlicht Verlag,3.6,Zukunft;Vergangenheit;Politik;Technik
359,Chroniken von Innsbruck #359,Emilia Leitner,1960-05-18,377,true,Thriller,448-876555-706-3,45.95,Deutsch,Villach Print,2.5,Politik;Freundschaft;Liebe
360,Stimmen im Wald,Nina Fuchs,1984-10-27,1083,false,Biografie,916-812299-915-2,33.59,Italienisch,Villach Print,1.9,Liebe;Technik;Reise;Wissenschaft
361,Verbotene Schriftrollen,Emilia Koller,2011-01-02,546,true,Sachbuch,249-883349-781-0,37.94,Französisch,Steiermark Stories,5.0,Magie
362,Tiefe Schatten in Graz,Laura Hofer,2013-03-04,1069,true,Biografie,256-968100-833-3,51.64,Englisch,Buchhaus Wien,4.7,Reise;Zukunft
363,Uhren von Salzburg,Anna Moser,1985-03-12,425,false,Science Fiction,456-894520-500-6,8.95,Französisch,Wort & Welt,3.8,Zukunft;Technik
364,Ufer im Sturm,David Eder,2020-12-27,674,false,Fantasy,970-844056-411-7,41.0,Italienisch,AlpenBooks,2.8,Magie;Abenteuer;Mystery;Familie
365,Zerbrochene Gipfel über Wien,Sophie Mayr,2001-08-24,184,false,Roman,485-547858-795-2,55.93,Deutsch,Zukunftsverlag,4.9,Liebe;Krieg
366,Versteckte Blätter bei Nacht,Leon Steiner,2014-10-28,493,true,Thriller,346-515912-600-4,42.84,Englisch,Tradition & Technik,4.1,Vergangenheit
367,Legenden im Süden,Maximilian Steiner,2008-08-07,535,true,Thriller,219-186651-224-7,40.28,Italienisch,Donau Press,1.1,Magie;Zukunft;Krieg;Freundschaft
368,Feurige Schatten,Peter Berger,1988-11-27,385,false,Thriller,433-166582-830-8,15.17,Deutsch,Tradition & Technik,3.2,Krieg;Technik;Freundschaft;Zukunft
369,Stille Gärten in Graz,Katrin Brandt,1960-07-11,265,false,Kinderbuch,284-105582-668-7,49.03,Deutsch,Buchhaus Wien,1.5,Familie;Abenteuer
370,Leise Karten #370,Isabella Eder,1953-02-21,166,false,Historisch,405-481219-657-2,28.27,Deutsch,Donau Press,2.2,Familie;Technik;Reise
371,Tiefe Schatten #371,Matthias Schneider,1996-11-21,1012,false,Biografie,720-664353-622-3,42.84,Deutsch,Donau Press,1.1,Magie;Mystery
372,Hohe Türen #372,Felix Lechner,1982-03-19,364,true,Drama,532-177971-663-4,19.34,Englisch,Tradition & Technik,2.8,Familie;Politik;Abenteuer
373,Zerbrochene Brücken am Markt,Peter Berger,2007-12-02,277,false,Drama,773-779237-940-8,38.27,Spanisch,AlpenBooks,2.3,Politik;Liebe;Freundschaft;Mystery
374,Erste Ufer,Nina Bauer,2011-05-13,641,false,Biografie,755-193296-471-5,47.79,Englisch,Donau Press,2.1,Politik
375,Feurige Ufer,Sarah Seidl,1961-01-29,259,false,Sachbuch,702-961240-926-7,10.25,Französisch,Villach Print,4.5,Freundschaft;Krieg;Liebe
376,Versteckte Gärten,Jonas Maier,1980-12-19,905,false,Historisch,664-723501-970-6,31.23,Englisch,Wort & Welt,1.0,Familie;Abenteuer
377,Feurige Blätter,Eva Leitner,1954-09-29,1020,false,Biografie,824-915297-355-9,28.0,Spanisch,AlpenBooks,2.8,Vergangenheit;Reise;Technik
378,Karten bei Nacht,Sebastian Berger,2023-01-11,314,true,Thriller,412-526261-889-5,51.49,Deutsch,Nordlicht Verlag,3.9,Abenteuer
379,Dunkle Brücken im Herbst,Nina Seidl,1994-03-20,907,false,Horror,793-633392-848-2,31.38,Italienisch,Steiermark Stories,3.8,Liebe;Freundschaft;Mystery;Vergangenheit
380,Kalte Horizont bei Regen,Eva Fischer,1971-11-29,1098,false,Historisch,800-738785-143-9,29.68,Englisch,Steiermark Stories,4.6,Krieg;Wissenschaft
381,Brennende Lichter,Lukas Koch,1994-06-15,468,true,Thriller,446-812049-355-8,51.79,Deutsch,Wort & Welt,2.2,Magie;Mystery;Liebe
382,Tiefe Nebel in Graz,Clara Hofer,2007-09-07,607,false,Fantasy,574-747756-968-7,8.16,Deutsch,Villach Print,2.8,Wissenschaft;Krieg;Liebe
383,Rätsel von Salzburg,Jonas Fischer,1950-10-18,183,false,Krimi,186-654797-626-2,27.59,Spanisch,Buchhaus Wien,1.6,Mystery;Reise;Politik
384,Uhren im Norden,Elena Brandt,1966-05-06,629,false,Thriller,549-788159-959-7,13.9,Französisch,Tradition & Technik,1.0,Krieg;Mystery
385,Stimmen im Sturm,Jonas Koch,2016-09-27,419,false,Roman,782-308658-590-4,11.53,Spanisch,Steiermark Stories,3.0,Wissenschaft;Politik
386,Feurige Träume an der Donau,Paul Kaiser,1951-11-25,209,true,Historisch,113-904661-800-3,7.86,Französisch,Tradition & Technik,4.9,Politik
387,Uhren im Herbst,Laura Huber,2018-04-07,519,true,Roman,846-636073-291-3,20.46,Deutsch,Wort & Welt,5.0,Familie;Politik
388,Südliche Horizont,Sarah Kaiser,1959-04-01,797,false,Drama,285-297833-975-9,39.59,Englisch,Donau Press,1.5,Liebe;Magie;Mystery;Abenteuer
389,Wege an der Grenze,Felix Huber,1954-07-28,469,false,Sachbuch,816-764073-336-3,23.49,Spanisch,Buchhaus Wien,3.0,Magie
390,Erste Lichter,Maximilian Fischer,2013-11-03,508,true,Fantasy,286-142875-100-0,41.32,Französisch,Donau Press,2.1,Freundschaft;Krieg;Politik
391,Erste Schatten,Sophie Schneider,1977-04-22,194,true,Fantasy,799-678570-888-2,23.22,Französisch,Villach Print,3.1,Mystery;Familie;Magie
392,Tiefe Nebel,Marie Brandt,1959-07-18,213,false,Drama,223-143032-700-3,15.61,Spanisch,Nordlicht Verlag,1.3,Magie;Zukunft;Reise
393,Leise Gipfel,Leon Schmidt,1961-06-20,276,false,Kinderbuch,358-896241-973-8,58.63,Französisch,Salzburg Media,3.5,Politik
394,Südliche Winde,Sebastian Seidl,1995-03-16,889,true,Drama,380-830549-232-4,7.5,Italienisch,Buchhaus Wien,4.2,Zukunft;Politik
395,Kompass bei Regen #395,Isabella Pichler,1956-09-23,249,false,Historisch,493-689822-898-6,27.05,Französisch,Donau Press,1.7,Freundschaft;Mystery
396,Verlorene Rätsel im Morgengrauen,Nico Pichler,2013-06-30,817,false,Sachbuch,972-331039-403-4,35.37,Englisch,Donau Press,1.2,Magie;Liebe
397,Geheime Rätsel am Markt,Clara Wagner,1974-04-06,974,false,Lyrik,354-963408-315-8,11.39,Französisch,Villach Print,4.9,Krieg;Zukunft;Technik
398,Gipfel im Sturm,Elena Brandt,2004-11-10,381,true,Fantasy,740-955556-110-5,17.06,Französisch,AlpenBooks,2.0,Technik
399,Tiefe Ufer im Süden,Peter Leitner,2006-03-08,729,false,Krimi,936-563664-325-5,19.78,Italienisch,Tradition & Technik,1.6,Zukunft;Vergangenheit
400,Lichter im Sturm,Markus Koller,1958-05-29,587,true,Roman,935-284665-293-9,31.98,Englisch,Wort & Welt,1.1,Abenteuer;Politik
401,Hohe Spuren im Tal,Leon Huber,1988-04-03,331,false,Lyrik,512-205102-841-8,12.55,Deutsch,Villach Print,1.4,Liebe;Krieg;Vergangenheit;Familie
402,Letzte Gärten,Marie Leitner,1962-10-18,1041,false,Fantasy,911-109852-910-1,34.83,Französisch,Nordlicht Verlag,1.8,Vergangenheit;Freundschaft;Reise;Abenteuer
403,Wälder im Sommer,Leon Gruber,1955-01-05,636,false,Lyrik,656-229054-121-0,10.65,Französisch,Nordlicht Verlag,3.0,Abenteuer;Liebe;Mystery;Zukunft
404,Kalte Nebel,Leon Fischer,2008-10-17,373,true,Lyrik,493-820126-832-1,32.05,Deutsch,Donau Press,1.4,Wissenschaft;Krieg;Freundschaft
405,Ufer im Norden,Clara Seidl,1957-08-10,997,true,Roman,282-549449-643-5,37.98,Spanisch,AlpenBooks,4.6,Freundschaft;Magie;Wissenschaft
406,Erste Sterne,Laura Wolf,1983-02-12,1035,true,Kinderbuch,917-180079-907-0,52.39,Englisch,AlpenBooks,2.3,Reise;Zukunft;Vergangenheit;Krieg
407,Tiefe Winde,Eva Leitner,1962-12-24,172,true,Roman,286-904819-494-5,22.56,Spanisch,Salzburg Media,3.8,Freundschaft;Familie;Wissenschaft;Abenteuer
408,Letzte Nebel bei Nacht,Nina Koller,1998-05-02,626,false,Historisch,941-341292-493-1,36.95,Spanisch,Steiermark Stories,3.3,Zukunft;Krieg
409,Ewige Wege #409,Felix Wallner,1951-07-17,451,false,Roman,212-162471-457-5,51.68,Englisch,Wort & Welt,2.8,Mystery;Vergangenheit;Zukunft;Liebe
410,Geheime Ufer im Sturm,Jonas Mayr,1952-05-13,792,false,Biografie,155-835473-208-9,9.06,Italienisch,AlpenBooks,1.1,Abenteuer;Krieg;Mystery
411,Verlorene Blätter,Thomas Kral,1987-05-14,233,false,Science Fiction,861-246918-866-8,43.42,Französisch,Salzburg Media,2.6,Reise;Familie;Liebe
412,Ufer im Sturm #412,Lukas Brandt,2007-08-21,112,false,Roman,615-268137-111-6,50.8,Spanisch,Steiermark Stories,3.8,Freundschaft;Technik;Magie
413,Letzte Winde von Salzburg,Maximilian Huber,1996-10-14,466,false,Roman,860-322155-510-9,8.08,Spanisch,AlpenBooks,4.3,Zukunft
414,Schatten am Fluss,Peter Steiner,1986-05-06,927,false,Fantasy,922-489523-762-6,15.71,Deutsch,Nordlicht Verlag,1.3,Liebe;Mystery;Magie
415,Leise Ufer,Marie Fuchs,2003-07-28,91,false,Sachbuch,292-678490-306-0,18.22,Deutsch,Villach Print,3.3,Liebe;Vergangenheit;Wissenschaft;Krieg
416,Wege im Norden,Florian Hofer,1985-09-20,592,true,Horror,843-473122-232-1,23.22,Italienisch,Nordlicht Verlag,3.0,Liebe;Freundschaft
417,Schatten im Wald,Isabella Wallner,1953-05-10,377,true,Lyrik,574-182578-740-1,57.41,Englisch,Donau Press,4.2,Vergangenheit;Zukunft
418,Brennende Segel,Eva Egger,2008-06-09,615,false,Biografie,558-923501-234-5,21.0,Italienisch,Tradition & Technik,1.2,Mystery;Vergangenheit;Freundschaft;Familie
419,Geheime Blätter,Peter Koller,1958-09-27,904,true,Sachbuch,660-936116-900-1,32.44,Spanisch,Zukunftsverlag,1.7,Abenteuer;Krieg;Magie
420,Ewige Lichter im Tal,Marie Maier,2013-10-03,870,false,Science Fiction,362-900216-997-7,40.77,Englisch,Nordlicht Verlag,4.9,Liebe;Wissenschaft;Magie;Politik
421,Legenden an der Grenze,Clara Wolf,1961-07-28,531,true,Drama,421-491835-185-6,32.83,Französisch,Buchhaus Wien,3.5,Zukunft
422,Leise Wege,Leon Wallner,1959-06-13,377,true,Drama,508-995304-174-3,26.35,Spanisch,Nordlicht Verlag,2.4,Familie;Technik;Reise;Krieg
423,Ferne Gipfel,Paul Seidl,1985-08-12,866,false,Horror,436-167603-424-5,59.8,Spanisch,Donau Press,3.8,Krieg;Magie;Reise;Liebe
424,Geheime Schatten im Sturm,Peter Fuchs,1978-09-22,661,true,Drama,892-498757-163-5,48.43,Spanisch,Donau Press,1.2,Vergangenheit
425,Kalte Karten am Markt,Peter Maier,1957-07-02,225,true,Horror,183-412828-994-7,52.92,Italienisch,Donau Press,3.7,Abenteuer;Liebe;Krieg
426,Wälder im Herbst #426,Lea Fuchs,1981-05-03,1044,false,Science Fiction,648-822291-902-2,58.11,Spanisch,Zukunftsverlag,4.7,Liebe;Technik;Freundschaft;Mystery
427,Tiefe Seiten #427,Leon Schneider,2009-07-30,1090,false,Kinderbuch,860-965321-854-5,5.78,Spanisch,AlpenBooks,3.0,Krieg;Familie;Politik
428,Segel über Wien,Nico Kral,1961-04-12,729,false,Drama,199-138258-323-3,28.11,Italienisch,AlpenBooks,3.4,Wissenschaft;Mystery
429,Tiefe Wege,Sophie Kral,1982-08-21,96,true,Sachbuch,614-958837-988-1,43.46,Spanisch,Tradition & Technik,2.6,Technik;Politik;Vergangenheit
430,Ufer von Salzburg,Nico Koch,1983-06-23,261,false,Roman,655-557049-490-4,51.48,Spanisch,Wort & Welt,3.8,Krieg
431,Goldene Pfad,Anna Egger,1986-11-24,186,false,Drama,657-204545-748-7,32.68,Deutsch,Wort & Welt,4.4,Mystery;Reise
432,Feurige Ufer in Graz,Isabella Koller,1961-03-01,439,false,Science Fiction,522-960270-760-6,5.42,Französisch,Donau Press,3.0,Familie;Magie;Zukunft
433,Kompass von Innsbruck,Anna Brandt,1987-03-12,113,true,Roman,909-492592-960-8,50.1,Italienisch,Zukunftsverlag,2.3,Mystery;Technik;Politik;Vergangenheit
434,Feurige Schriftrollen am Bodensee,Sarah Seidl,2001-11-04,519,true,Lyrik,499-863481-277-6,54.73,Italienisch,AlpenBooks,2.7,Zukunft
435,Brennende Ufer,Peter Lechner,2020-05-12,481,false,Lyrik,366-978012-666-2,57.18,Englisch,Nordlicht Verlag,1.4,Liebe;Familie;Freundschaft;Abenteuer
436,Hohe Horizont,Nina Seidl,1957-01-25,665,false,Kinderbuch,851-236889-564-5,15.26,Englisch,Wort & Welt,1.8,Zukunft;Politik
437,Kompass am Bodensee,Maximilian Huber,1962-11-25,722,true,Drama,987-208442-213-7,56.0,Deutsch,Nordlicht Verlag,1.6,Abenteuer;Krieg;Zukunft
438,Legenden im Norden,Clara Kral,1968-08-28,480,true,Fantasy,523-177149-598-1,16.57,Spanisch,Tradition & Technik,4.6,Vergangenheit;Abenteuer;Zukunft;Magie
439,Ferne Kompass,Tobias Steiner,2004-06-04,955,true,Biografie,455-607417-728-9,35.06,Englisch,Steiermark Stories,4.0,Mystery
440,Verlorene Türen über Wien,Sebastian Pichler,2018-04-09,236,true,Biografie,217-327496-130-5,12.62,Deutsch,AlpenBooks,2.1,Mystery;Krieg;Wissenschaft;Technik
441,Verbotene Flammen im Sommer,Elena Pichler,1985-11-18,1024,true,Roman,302-820431-966-4,57.9,Deutsch,Villach Print,4.2,Abenteuer;Mystery;Reise
442,Rätsel im Winter,Elena Egger,2017-01-09,358,false,Drama,210-736795-492-6,15.98,Französisch,Zukunftsverlag,4.6,Reise
443,Dunkle Segel #443,Maximilian Lechner,1986-10-07,380,false,Lyrik,643-469364-507-0,11.31,Französisch,Tradition & Technik,4.2,Mystery;Krieg;Vergangenheit
444,Ewige Lichter im Sturm,Florian Schneider,1960-12-21,89,true,Fantasy,834-444844-318-7,36.21,Französisch,Donau Press,3.2,Magie;Freundschaft;Mystery;Technik
445,Stille Türen,Maximilian Berger,2004-07-15,1048,false,Lyrik,176-701828-761-6,42.52,Spanisch,Zukunftsverlag,4.3,Mystery;Liebe
446,Schatten am Bodensee,Maximilian Koch,1960-09-12,207,false,Drama,434-719887-492-3,36.7,Französisch,Buchhaus Wien,3.6,Reise
447,Träume im Süden,Lukas Brandt,1997-11-10,1020,false,Biografie,760-117062-171-7,10.23,Spanisch,Wort & Welt,2.1,Politik;Krieg;Technik
448,Schatten an der Grenze #448,Lukas Weber,1976-10-10,793,false,Science Fiction,969-772239-224-5,56.57,Deutsch,Buchhaus Wien,1.9,Abenteuer
449,Versteckte Legenden,Matthias Mayr,1989-02-01,311,true,Krimi,841-951739-477-8,59.43,Deutsch,Wort & Welt,4.5,Krieg
450,Verbotene Brücken #450,Maximilian Schneider,2011-09-19,707,false,Horror,376-832603-274-2,37.09,Deutsch,AlpenBooks,2.3,Vergangenheit;Freundschaft
451,Pfad im Winter #451,Katrin Bauer,1996-10-23,620,true,Science Fiction,777-613911-387-5,47.5,Spanisch,Donau Press,1.4,Zukunft;Krieg;Wissenschaft
452,Letzte Kompass in Graz,Matthias Huber,1956-09-28,1075,false,Krimi,113-803069-321-7,50.02,Englisch,Salzburg Media,1.4,Freundschaft;Technik
453,Versteckte Gärten im Herbst,Matthias Lang,2008-10-15,237,false,Thriller,233-329412-472-6,58.63,Italienisch,Steiermark Stories,1.8,Mystery;Krieg;Magie;Politik
454,Verbotene Legenden,Tobias Steiner,1959-02-27,230,false,Thriller,862-215552-346-0,54.18,Englisch,Wort & Welt,1.1,Wissenschaft;Magie;Krieg;Technik
455,Ewige Winde,Felix Wagner,1985-08-11,594,false,Biografie,154-562779-379-5,10.38,Spanisch,Tradition & Technik,1.8,Politik;Abenteuer
456,Erste Segel an der Grenze,Laura Pichler,1988-11-24,191,false,Lyrik,354-216478-324-1,7.92,Deutsch,Villach Print,2.1,Technik
457,Erste Schlüssel,Markus Egger,2012-10-03,813,false,Horror,203-330569-851-4,32.23,Englisch,Donau Press,2.4,Zukunft;Freundschaft;Magie
458,Verlorene Ufer von Salzburg,Sebastian Seidl,2012-11-04,717,false,Sachbuch,973-821353-344-2,22.33,Deutsch,AlpenBooks,1.7,Abenteuer;Liebe;Familie;Reise
459,Wälder über Wien,Lea Leitner,1956-11-27,254,false,Fantasy,708-469249-585-9,5.06,Englisch,Salzburg Media,1.4,Freundschaft
460,Verbotene Schriftrollen von Innsbruck,Sebastian Pichler,1965-01-04,853,true,Thriller,202-419398-923-5,29.89,Französisch,Steiermark Stories,2.0,Magie;Wissenschaft;Reise;Liebe
461,Uhren am Fluss,Markus Pichler,2019-06-27,759,false,Drama,595-218238-376-8,45.05,Deutsch,AlpenBooks,4.9,Familie;Abenteuer
462,Schatten über Wien,Emilia Lechner,2016-06-24,792,false,Biografie,311-880523-191-3,55.64,Spanisch,Nordlicht Verlag,4.9,Technik;Abenteuer;Magie;Wissenschaft
463,Nebel im Wald,Elena Leitner,1977-10-01,275,true,Historisch,818-459949-954-9,11.76,Spanisch,Villach Print,4.9,Magie;Krieg;Liebe
464,Sterne im Sturm,Nico Wolf,1963-06-24,615,false,Drama,671-796590-266-4,31.78,Deutsch,Wort & Welt,1.1,Mystery
465,Schriftrollen im Wald #465,Paul Schmidt,1993-10-24,393,true,Biografie,776-974627-100-0,18.83,Französisch,Wort & Welt,4.1,Krieg;Zukunft
466,Träume in Graz #466,Elena Lechner,1957-03-29,377,true,Science Fiction,463-360810-931-6,28.24,Deutsch,Wort & Welt,4.7,Abenteuer;Freundschaft;Politik
467,Versteckte Chroniken im Wald,Leon Wolf,2018-11-14,284,true,Horror,667-309215-408-4,9.71,Italienisch,Salzburg Media,3.2,Vergangenheit;Politik;Krieg;Abenteuer
468,Nördliche Horizont am Fluss,Sebastian Seidl,2011-06-21,809,true,Biografie,537-589215-530-6,30.37,Italienisch,Buchhaus Wien,4.8,Krieg;Abenteuer;Freundschaft;Magie
469,Tiefe Segel,Sophie Wagner,2005-09-14,636,false,Sachbuch,154-892026-965-6,11.93,Deutsch,Salzburg Media,4.2,Liebe;Krieg;Vergangenheit;Magie
470,Stille Wälder an der Grenze,Paul Kral,1976-01-26,659,false,Biografie,985-163821-224-9,42.09,Deutsch,Donau Press,3.1,Abenteuer;Mystery;Familie;Vergangenheit
471,Pfad im Herbst,Eva Seidl,1950-07-31,904,false,Kinderbuch,305-220280-168-0,13.42,Deutsch,Steiermark Stories,1.4,Krieg;Reise
472,Brennende Flammen,Jonas Schmidt,1960-12-05,387,false,Roman,939-346339-961-8,19.31,Italienisch,Salzburg Media,4.4,Politik
473,Verlorene Schritte,Leon Kral,2016-10-20,753,true,Historisch,859-833613-659-3,31.19,Französisch,Wort & Welt,3.7,Wissenschaft;Familie;Magie;Politik
474,Horizont an der Donau,Nico Koch,2022-12-25,515,true,Sachbuch,568-225961-677-6,5.61,Französisch,Buchhaus Wien,3.6,Liebe;Wissenschaft;Abenteuer;Reise
475,Nördliche Karten über Wien,Lea Fischer,1994-11-30,956,false,Krimi,457-840530-637-6,33.22,Englisch,AlpenBooks,2.4,Reise;Zukunft;Abenteuer
476,Chroniken im Herbst,Clara Weber,1956-02-14,1018,false,Science Fiction,485-594668-720-2,36.68,Italienisch,Steiermark Stories,2.0,Freundschaft;Vergangenheit;Wissenschaft
477,Hohe Schriftrollen im Süden,Marie Schmidt,1952-08-25,952,false,Krimi,198-797576-208-7,56.38,Spanisch,Zukunftsverlag,4.0,Krieg;Abenteuer
478,Feurige Gärten bei Nacht,Clara Huber,1955-07-23,706,true,Fantasy,967-886363-174-7,46.98,Italienisch,Buchhaus Wien,4.7,Krieg;Zukunft;Reise
479,Träume im Wald,Nina Fuchs,1967-07-24,338,false,Lyrik,392-336450-306-2,28.87,Italienisch,Donau Press,1.3,Familie
480,Stille Spuren am Bodensee,Sarah Wagner,1950-06-21,448,false,Drama,659-175460-448-2,42.53,Italienisch,Salzburg Media,1.8,Freundschaft;Reise
481,Ewige Lichter an der Grenze,Markus Moser,1962-05-15,900,true,Horror,740-494388-994-1,36.3,Englisch,Steiermark Stories,2.2,Reise
482,Dunkle Seiten,Nina Schneider,1952-01-09,309,false,Sachbuch,948-363592-499-5,8.74,Englisch,Wort & Welt,1.3,Technik;Freundschaft
483,Verbotene Nebel an der Grenze,Lukas Moser,2012-07-30,993,true,Science Fiction,369-784963-130-0,23.59,Französisch,Donau Press,2.3,Abenteuer
484,Leise Schriftrollen,Eva Schneider,2017-12-11,759,false,Fantasy,341-617530-174-9,54.74,Deutsch,Zukunftsverlag,4.9,Freundschaft;Zukunft;Vergangenheit;Krieg
485,Südliche Träume am Markt,Eva Schmidt,1959-05-03,116,false,Krimi,765-467271-541-7,21.69,Englisch,Buchhaus Wien,4.7,Vergangenheit
486,Leise Seiten,Isabella Weber,2011-03-07,780,false,Historisch,593-154673-496-6,43.25,Spanisch,Tradition & Technik,3.2,Reise
487,Hohe Rätsel #487,Sophie Fischer,1967-05-17,431,false,Fantasy,343-343304-194-9,5.55,Spanisch,Steiermark Stories,3.3,Zukunft
488,Dunkle Brücken,Lukas Wagner,1989-05-06,264,true,Biografie,458-731678-770-3,59.89,Englisch,Villach Print,2.6,Familie
489,Goldene Karten,Nina Fuchs,1994-05-27,802,false,Biografie,979-330987-554-4,56.78,Italienisch,Wort & Welt,4.5,Technik;Magie
490,Horizont bei Regen,Sebastian Bauer,1954-11-05,434,false,Kinderbuch,736-609825-386-1,16.2,Englisch,Steiermark Stories,1.9,Krieg;Wissenschaft
491,Geheime Stimmen von Innsbruck,Matthias Lang,2008-04-22,862,false,Thriller,121-623142-956-0,19.87,Italienisch,Tradition & Technik,2.2,Liebe
492,Legenden an der Grenze #492,Jonas Koller,1951-09-10,963,false,Science Fiction,145-335351-310-6,15.14,Spanisch,Steiermark Stories,1.2,Liebe;Technik;Wissenschaft
493,Hohe Gärten,Markus Schneider,2024-04-19,1009,true,Drama,321-894036-128-5,44.92,Italienisch,Tradition & Technik,4.5,Vergangenheit
494,Leise Nebel,Eva Seidl,2010-10-28,374,false,Historisch,574-544423-686-9,47.3,Französisch,AlpenBooks,4.8,Zukunft;Mystery;Abenteuer;Liebe
495,Chroniken am Markt,Marie Gruber,2019-03-15,635,true,Drama,504-140481-730-4,24.89,Französisch,Villach Print,1.0,Freundschaft;Familie;Wissenschaft
496,Legenden von Salzburg #496,Nico Lang,1951-07-20,530,true,Fantasy,467-603534-753-8,16.98,Deutsch,Villach Print,4.8,Freundschaft;Technik;Wissenschaft
497,Nördliche Schritte,Maximilian Eder,2020-07-31,362,true,Science Fiction,230-338466-745-2,13.08,Italienisch,Buchhaus Wien,1.9,Abenteuer
498,Brennende Legenden im Winter,Tobias Schneider,1953-10-06,646,false,Fantasy,831-371638-363-0,42.31,Französisch,Steiermark Stories,3.9,Wissenschaft;Krieg
